TRACE BEGIN axis=1 rows=800 kp=0.00022 ki=8e-07 kv=2.5e-06 kd=0 kff=0 ff=1 pwm=25000 target=720 duration=4 vmax=800 accel=1600 vscale=1 ascale=0.7 vsrc=1 vwin=40 valpha=0.05
t_ms,ref_mdeg,enc_mdeg,hat_mdeg,vref_mdegs,what_mdegs,duty_milli,cur_01ma
605,244637,246132,260329,740261,719641,702,1039
610,248352,249854,264144,745861,725256,706,1036
615,252096,253603,267988,751461,730846,711,1033
620,255867,257381,271860,757061,736462,716,1031
625,259666,261186,275760,762661,742051,721,1027
630,263494,265019,279689,768261,747641,726,1024
635,267349,268881,283646,773861,753256,731,1024
640,271232,272771,287630,779461,758872,736,1020
645,275144,276688,291642,785061,764436,741,1018
650,279083,280634,295682,790661,770051,745,1017
655,283050,284607,299749,796261,775641,750,1014
660,287044,288605,303843,800000,781154,618,1013
665,291044,292432,307929,800000,781590,655,-701
670,295044,296125,311949,800000,777846,732,-164
675,299044,299893,315935,800000,775282,789,759
680,303044,303837,319940,800000,776538,798,1339
685,307044,307923,323992,800000,780718,769,1311
690,311044,312044,328081,800000,785077,732,867
695,315044,316108,332179,800000,787256,712,395
700,319044,320087,336262,800000,787077,717,191
705,323044,324018,340322,800000,790872,723,246
710,327044,327932,344360,800000,796513,728,297
715,331044,331847,348379,800000,799487,739,357
720,335044,335786,352385,800000,798487,755,508
725,339044,339772,356389,800000,795487,765,698
730,343044,343812,360401,800000,793564,761,802
735,347044,347880,364424,800000,794103,745,716
740,351044,351933,368450,800000,796333,728,503
745,355044,355940,372468,800000,798436,721,312
750,359044,359901,376466,800000,799667,727,264
755,363044,363842,380446,800000,800256,738,363
760,367044,367794,384413,800000,800385,748,518
765,371044,371776,388378,800000,800000,753,647
770,375044,375789,392347,800000,799077,753,707
775,379044,379821,396322,800000,798128,748,701
780,383044,383855,400303,800000,797846,741,647
785,387044,387876,404287,800000,798487,735,572
790,391044,391876,408268,800000,799667,732,506
795,395044,395856,412243,800000,800667,734,490
800,399044,399825,416212,800000,800949,740,533
805,403044,403801,420178,800000,800615,746,618
810,407044,407794,424147,800000,800000,749,695
815,411044,411805,428123,800000,799410,748,733
820,415044,415826,432107,800000,799128,744,713
825,419044,419846,436098,800000,799179,740,661
830,423044,423854,440093,800000,799513,737,612
835,427044,427851,444088,800000,800026,737,582
840,431044,431837,448082,800000,800462,739,579
845,435043,435821,452076,798939,800590,607,604
850,439024,439663,456043,793339,796641,627,-751
855,442977,443309,459928,787739,787179,696,-674
860,446901,446969,463748,782139,777897,748,201
865,450798,450759,467551,776539,772077,765,804
870,454667,454675,471368,770939,769744,749,958
875,458508,458642,475204,765339,769077,715,716
880,462320,462571,479040,759739,767615,683,307
885,466105,466406,482852,754139,763897,665,-33
890,469862,470141,486622,748539,762564,664,-182
895,473590,473807,490343,742939,763410,672,-136
900,477291,477444,494019,737339,762256,679,0
905,480964,481080,497658,731739,757590,681,131
910,484608,484721,501268,726139,750103,676,179
915,488225,488356,504850,720539,741615,665,147
920,491814,491965,508401,714939,733795,655,68
925,495374,495535,511916,709339,727538,646,-6
930,498907,499062,515391,703739,722641,641,-43
935,502412,502551,518825,698139,718333,639,-35
940,505889,506009,522219,692539,713795,637,0
945,509337,509444,525576,686939,708615,633,42
950,512758,512857,528896,681339,702769,629,70
955,516151,516247,532182,675739,696590,623,82
960,519515,519611,535435,670139,690487,617,85
965,522852,522945,538655,664539,684641,611,88
970,526161,526249,541842,658939,679154,606,94
975,529441,529522,544996,653339,673769,602,107
980,532694,532766,548119,647739,668410,597,128
985,535919,535983,551211,642139,662949,593,151
990,539116,539172,554274,636539,657308,588,169
995,542284,542335,557310,630939,651615,583,186
1000,545425,545471,560320,625339,645923,578,196
1005,548538,548578,563303,619739,640256,573,202
1010,551622,551657,566261,614139,634641,568,211
1015,554679,554707,569194,608539,629077,563,214
1020,557708,557729,572103,602939,623538,558,221
1025,560708,560723,574987,597339,617949,554,227
1030,563681,563690,577846,591739,612385,549,232
1035,566626,566628,580682,586139,606769,544,231
1040,569542,569539,583494,580539,601128,539,231
1045,572431,572421,586282,574939,595513,534,228
1050,575292,575276,589047,569339,589897,529,225
1055,578125,578102,591788,563739,584308,524,219
1060,580929,580901,594504,558139,578744,519,213
1065,583706,583671,597195,552539,573128,515,209
