TRACE BEGIN axis=1 rows=800 kp=0.0003 ki=8e-07 kv=1e-06 kd=0 kff=0 ff=1 pwm=25000 target=-720 duration=4 vmax=1100 accel=2200 vscale=1 ascale=0.4 vsrc=1 vwin=40 valpha=0.05
t_ms,ref_mdeg,enc_mdeg,hat_mdeg,vref_mdegs,what_mdegs,duty_milli,cur_01ma
0,0,0,0,0,0,-47,0
5,-11,-38,-49,-4400,-974,-115,-510
10,-44,-84,-177,-8800,-2154,-114,-721
15,-147,-134,-326,-16104,-3436,-135,-761
20,-239,-191,-491,-20504,-4897,-148,-872
25,-352,-253,-677,-24904,-6487,-167,-968
30,-488,-334,-885,-29304,-8564,-186,-1092
35,-645,-464,-1130,-33704,-11897,-197,-1199
40,-825,-646,-1433,-38104,-16513,-199,-1238
45,-1026,-862,-1801,-42504,-20897,-198,-1220
50,-1250,-1095,-2227,-46904,-25667,-198,-1190
55,-1496,-1336,-2706,-51304,-30538,-203,-1182
60,-1763,-1590,-3236,-55704,-35564,-210,-1200
65,-2053,-1866,-3826,-60104,-41000,-217,-1232
70,-2364,-2170,-4483,-64504,-46513,-222,-1258
75,-2698,-2499,-5212,-68904,-51359,-227,-1273
80,-3053,-2853,-6018,-73304,-55538,-230,-1280
85,-3431,-3227,-6903,-77704,-59462,-234,-1286
90,-3830,-3620,-7868,-82104,-63538,-239,-1297
95,-4252,-4034,-8918,-86504,-67923,-244,-1314
100,-4695,-4471,-10056,-90904,-72513,-249,-1333
105,-5161,-4931,-11291,-95304,-77077,-254,-1379
110,-5648,-5414,-12642,-99704,-81538,-258,-1492
115,-6158,-5918,-14142,-104104,-85897,-263,-1609
120,-6689,-6443,-15823,-108504,-90179,-268,-1733
125,-7243,-6991,-17721,-112904,-94538,-273,-1869
130,-7818,-7561,-19875,-117304,-98974,-277,-2023
135,-8416,-8153,-22330,-121704,-103410,-282,-2198
140,-9035,-8766,-25139,-126104,-107821,-287,-2401
145,-9677,-9402,-28360,-130504,-112205,-292,-2635
150,-10340,-10060,-32062,-134904,-116590,-296,-2905
155,-11026,-10740,-36325,-139304,-121000,-301,-3226
160,-11733,-11442,-41244,-143704,-125410,-306,-3598
165,-12463,-12166,-46928,-148104,-129821,-310,-4032
170,-13214,-12912,-53507,-152504,-134205,-315,-4543
175,-13988,-13679,-61129,-156904,-138590,-320,-5142
180,-14784,-14469,-69972,-161304,-143000,-325,-5843
185,-15601,-15281,-80195,-165704,-147410,-330,-6146
