TRACE BEGIN axis=1 rows=800 kp=0.0003 ki=8e-07 kv=1.5e-06 kd=0 kff=0 ff=1 pwm=25000 target=720 duration=4 vmax=1100 accel=2200 vscale=1 ascale=0.35 vsrc=1 vwin=40 valpha=0.05
t_ms,ref_mdeg,enc_mdeg,hat_mdeg,vref_mdegs,what_mdegs,duty_milli,cur_01ma
0,0,0,0,0,0,41,0
5,10,34,45,3850,872,109,479
10,39,77,161,7700,1974,107,682
15,130,122,297,14134,3128,126,693
20,210,173,444,17984,4436,137,799
25,310,229,609,21834,5872,153,872
30,428,293,792,25684,7513,172,972
35,566,383,997,29534,9821,189,1089
40,724,523,1235,33384,13359,197,1172
45,900,709,1522,37234,17077,197,1188
50,1096,921,1860,41084,21410,194,1157
55,1311,1142,2239,44934,25897,195,1123
60,1545,1369,2652,48784,30385,200,1111
65,1799,1609,3098,52634,35077,207,1124
70,2072,1870,3581,56484,40051,213,1145
75,2364,2156,4106,60334,44846,217,1156
80,2675,2465,4674,64184,48923,221,1155
85,3006,2794,5286,68034,52410,224,1147
90,3355,3140,5939,71884,55795,228,1138
95,3724,3504,6631,75734,59436,232,1135
100,4113,3886,7360,79584,63359,236,1134
105,4520,4287,8128,83434,67385,241,1134
110,4947,4709,8933,87284,71385,245,1132
115,5393,5151,9775,91134,75256,249,1126
120,5858,5611,10652,94984,79026,253,1122
125,6343,6091,11564,98834,82795,257,1117
130,6847,6590,12506,102684,86641,261,1102
135,7370,7108,13473,106534,90513,265,1043
140,7912,7645,14447,110384,94385,270,989
145,8474,8201,15415,114234,98231,274,944
150,9055,8777,16365,118084,102077,278,908
155,9655,9372,17287,121934,105923,282,884
160,10274,9987,18176,125784,109769,286,870
165,10912,10620,19028,129634,113615,290,867
170,11570,11273,19844,133484,117462,294,876
175,12247,11945,20626,137334,121308,299,890
180,12944,12637,21381,141184,125179,303,915
185,13659,13347,22113,145034,129026,307,943
190,14394,14077,22834,148884,132872,311,976
195,15148,14826,23551,152734,136718,315,1010
200,15921,15594,24274,156584,140564,319,1042
205,16714,16382,25011,160434,144436,323,1074
210,17526,17188,25772,164284,148256,328,1102
215,18357,18015,26563,168134,152128,332,1128
220,19207,18860,27392,171984,155974,336,1148
225,20076,19725,28263,175834,159846,340,1160
230,20965,20609,29180,179684,163692,344,1168
235,21873,21512,30145,183534,167538,348,1171
240,22801,22434,31158,187384,171385,352,1169
245,23747,23375,32218,191234,175205,357,1161
250,24713,24336,33322,195084,179077,361,1150
255,25698,25316,34467,198934,182923,365,1135
260,26702,26316,35649,202784,186795,369,1119
265,27726,27334,36864,206634,190615,373,1102
270,28769,28372,38107,210484,194462,377,1085
275,29831,29430,39372,214334,198359,405,1067
280,30912,30524,40660,218184,202641,380,1107
285,32013,31620,41967,222034,206513,384,1000
290,33132,32727,43278,225884,210154,414,1023
295,34271,33886,44604,229734,214641,387,1111
300,35430,35041,45943,233584,218538,391,935
305,36607,36193,47269,237434,221872,424,973
310,37804,37403,48602,241284,226179,422,1124
315,39020,38635,49955,245134,230462,398,986
320,40255,39843,51299,248984,233333,432,911
325,41510,41092,52639,252834,237256,436,1118
330,42784,42389,54009,256684,241897,408,1107
335,44077,43670,55391,260534,244897,438,917
340,45389,44972,56769,264384,248769,444,1102
345,46721,46315,58175,268234,253462,442,1108
350,48071,47672,59605,272084,256949,420,1048
355,49441,49019,61047,275934,260026,454,1023
360,50831,50405,62505,279784,264564,456,1122
365,52239,51820,63996,283634,268513,457,1114
370,53667,53252,65517,287484,271897,459,1092
375,55114,54697,67063,291334,276154,462,1082
380,56580,56155,68632,295184,279923,467,1075
385,58066,57631,70223,299034,283205,473,1085
390,59571,59130,71839,302884,286923,478,1098
395,61095,60651,73483,306734,291231,481,1094
400,62638,62191,75151,310584,295000,484,1084
405,64201,63749,76844,314434,298538,489,1078
410,65782,65326,78558,318284,302205,493,1076
415,67384,66923,80294,322134,306026,497,1073
420,69004,68539,82049,325984,310000,501,1067
425,70643,70173,83824,329834,313949,505,1064
430,72302,71826,85616,333684,317795,510,1060
435,73980,73499,87425,337534,321564,514,1060
440,75677,75191,89250,341384,325359,518,1060
445,77394,76903,91093,345234,329231,522,1059
450,79130,78634,92951,349084,333077,526,1056
455,80885,80385,94826,352934,336923,530,1056
460,82659,82154,96717,356784,340769,534,1057
465,84453,83942,98623,360634,344615,539,1058
470,86266,85750,100545,364484,348487,543,1060
475,88098,87577,102484,368334,352359,547,1060
480,89949,89423,104441,372184,356179,551,1064
485,91819,91289,106416,376034,360026,555,1066
490,93709,93174,108409,379884,363872,559,1068
495,95618,95078,110421,383734,367718,563,1070
500,97547,97002,112453,387584,371590,567,1071
505,99494,98944,114506,391434,375436,572,1073
510,101461,100906,116579,395284,379282,576,1074
515,103447,102887,118674,399134,383128,580,1074
520,105452,104887,120790,402984,386974,584,1076
525,107477,106907,122928,406834,390846,588,1075
530,109521,108946,125086,410684,394692,592,1073
535,111584,111004,127264,414534,398538,596,1072
540,113666,113081,129463,418384,402359,601,1072
545,115767,115177,131682,422234,406205,605,1073
550,117888,117293,133921,426084,410077,609,1072
555,120028,119429,136180,429934,413949,613,1069
560,122188,121583,138459,433784,417795,617,1068
565,124366,123756,140758,437634,421615,621,1068
570,126564,125949,143075,441484,425462,626,1069
575,128781,128161,145412,445334,429333,630,1067
580,131017,130393,147768,449184,433179,634,1067
585,133273,132643,150142,453034,437026,638,1065
590,135548,134913,152534,456884,440872,642,1064
595,137842,137202,154944,460734,444718,646,1066
600,140155,139510,157373,464584,448564,650,1066
605,142488,141838,159820,468434,452436,654,1067
610,144839,144185,162285,472284,456282,658,1066
615,147210,146551,164769,476134,460128,663,1067
620,149601,148936,167272,479984,463974,667,1067
625,152010,151341,169794,483834,467846,671,1069
630,154439,153765,172334,487684,471692,675,1068
635,156887,156208,174893,491534,475538,679,1067
640,159354,158670,177471,495384,479385,683,1071
645,161841,161151,180069,499234,483205,688,1070
650,164347,163652,182687,503084,487077,692,1070
655,166872,166172,185325,506934,490923,696,1070
660,169416,168712,187983,510784,494795,700,1071
665,171980,171270,190660,514634,498615,704,1069
670,174562,173848,193357,518484,502462,708,1071
675,177164,176445,196073,522334,506333,712,1070
680,179786,179062,198810,526184,510179,716,1070
685,182426,181697,201565,530034,514026,721,1069
690,185086,184352,204340,533884,517872,725,1070
695,187765,187026,207135,537734,521718,729,1069
700,190463,189719,209949,541584,525564,733,1068
705,193181,192432,212783,545434,529436,737,1068
710,195918,195164,215635,549284,533282,741,1069
715,198674,197915,218507,553134,537128,745,1068
720,201449,200685,221398,556984,540974,750,1069
725,204244,203475,224308,560834,544846,754,1067
730,207057,206284,227237,564684,548692,758,1069
735,209891,209112,230185,568534,552538,762,1069
740,212743,211959,233152,572384,556385,766,1068
745,215614,214825,236139,576234,560205,770,1069
750,218505,217711,239145,580084,564077,775,1068
755,221415,220617,242169,583934,567949,778,1068
760,224345,223541,245213,587784,571769,783,1068
765,227293,226484,248276,591634,575615,787,1068
770,230261,229447,251358,595484,579462,791,1069
775,233248,232429,254458,599334,583308,795,1068
780,236254,235431,257578,603184,587179,799,1070
785,239280,238451,260717,607034,591026,803,1068
790,242325,241491,263876,610884,594872,807,1069
795,245389,244550,267054,614734,598718,812,1070
800,248472,247628,270252,618584,602564,816,1069
805,251574,250726,273468,622434,606436,820,1070
810,254696,253843,276704,626284,610282,824,1068
815,257837,256979,279959,630134,614128,828,1070
820,260998,260134,283234,633984,617974,832,1069
825,264177,263309,286529,637834,621846,836,1070
830,267376,266502,289842,641684,625667,841,1069
835,270594,269716,293175,645534,629538,845,1070
840,273831,272948,296527,649384,633385,849,1068
845,277088,276200,299899,653234,637231,853,1070
850,280364,279470,303289,657084,641051,857,1069
855,283659,282760,306699,660934,644897,862,1069
860,286973,286070,310128,664784,648795,865,1069
865,290307,289398,313577,668634,652615,870,1069
870,293659,292746,317045,672484,656487,874,1069
875,297031,296114,320532,676334,660333,878,1069
880,300423,299500,324038,680184,664179,882,1068
885,303833,302905,327563,684034,668026,886,1068
890,307263,306330,331107,687884,671872,890,1070
895,310712,309774,334670,691734,675718,894,1069
900,314180,313238,338252,695584,679590,898,1069
905,317668,316720,341854,699434,683436,903,1068
910,321175,320222,345475,703284,687282,907,1069
915,324701,323743,349115,707134,691128,911,1070
920,328246,327283,352774,710984,694974,915,1069
925,331811,330843,356453,714834,698821,919,1070
930,335394,334422,360151,718684,702692,923,1071
